transaction_id,student_number,student_name,department_code,department_name,loan_date,book_isbn,book_title,book_author,book_category
TX000014,ST00274,Mahasiswa_274,SI,Sistem Informasi,2026-01-09,978-1008,Pemrograman Web,H. Pratama,Web
TX000015,ST00139,Mahasiswa_139,TE,Teknik Elektro,2025-11-24,978-1006,Statistika Terapan,F. Lestari,Math
TX000015,ST00139,Mahasiswa_139,TE,Teknik Elektro,2025-11-24,978-1001,AI Dasar,A. Wijaya,AI
TX000016,ST00421,Mahasiswa_421,SI,Sistem Informasi,2025-01-17,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000016,ST00421,Mahasiswa_421,SI,Sistem Informasi,2025-01-17,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000016,ST00421,Mahasiswa_421,SI,Sistem Informasi,2025-01-17,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000017,ST00291,Mahasiswa_291,SI,Sistem Informasi,2026-03-25,978-1004,Basis Data Dasar,D. Sari,Database
TX000017,ST00291,Mahasiswa_291,SI,Sistem Informasi,2026-03-25,978-1008,Pemrograman Web,H. Pratama,Web
TX000017,ST00291,Mahasiswa_291,SI,Sistem Informasi,2026-03-25,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000018,ST00074,Mahasiswa_074,TE,Teknik Elektro,2025-05-16,978-1004,Basis Data Dasar,D. Sari,Database
TX000018,ST00074,Mahasiswa_074,TE,Teknik Elektro,2025-05-16,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000019,ST00383,Mahasiswa_383,MI,Manajemen Informatika,2025-10-27,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000019,ST00383,Mahasiswa_383,MI,Manajemen Informatika,2025-10-27,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000019,ST00383,Mahasiswa_383,MI,Manajemen Informatika,2025-10-27,978-1006,Statistika Terapan,F. Lestari,Math
TX000019,ST00383,Mahasiswa_383,MI,Manajemen Informatika,2025-10-27,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000020,ST00261,Mahasiswa_261,SI,Sistem Informasi,2025-09-10,978-1001,AI Dasar,A. Wijaya,AI
TX000021,ST00079,Mahasiswa_079,TI,Teknik Informatika,2025-11-18,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000021,ST00079,Mahasiswa_079,TI,Teknik Informatika,2025-11-18,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000022,ST00196,Mahasiswa_196,TE,Teknik Elektro,2025-11-02,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000022,ST00196,Mahasiswa_196,TE,Teknik Elektro,2025-11-02,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000022,ST00196,Mahasiswa_196,TE,Teknik Elektro,2025-11-02,978-1001,AI Dasar,A. Wijaya,AI
TX000022,ST00196,Mahasiswa_196,TE,Teknik Elektro,2025-11-02,978-1006,Statistika Terapan,F. Lestari,Math
TX000023,ST00350,Mahasiswa_350,TI,Teknik Informatika,2025-10-02,978-1006,Statistika Terapan,F. Lestari,Math
TX000023,ST00350,Mahasiswa_350,TI,Teknik Informatika,2025-10-02,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000023,ST00350,Mahasiswa_350,TI,Teknik Informatika,2025-10-02,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000024,ST00081,Mahasiswa_081,TE,Teknik Elektro,2025-08-21,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000025,ST00260,Mahasiswa_260,SI,Sistem Informasi,2025-02-24,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000025,ST00260,Mahasiswa_260,SI,Sistem Informasi,2025-02-24,978-1004,Basis Data Dasar,D. Sari,Database
TX000025,ST00260,Mahasiswa_260,SI,Sistem Informasi,2025-02-24,978-1003,Python untuk Data,C. Putra,Programming
TX000026,ST00391,Mahasiswa_391,MI,Manajemen Informatika,2025-03-24,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000027,ST00251,Mahasiswa_251,MI,Manajemen Informatika,2025-01-10,978-1006,Statistika Terapan,F. Lestari,Math
TX000028,ST00123,Mahasiswa_123,MI,Manajemen Informatika,2025-01-30,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000028,ST00123,Mahasiswa_123,MI,Manajemen Informatika,2025-01-30,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000029,ST00375,Mahasiswa_375,TI,Teknik Informatika,2025-09-06,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000030,ST00066,Mahasiswa_066,SI,Sistem Informasi,2025-12-04,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000030,ST00066,Mahasiswa_066,SI,Sistem Informasi,2025-12-04,978-1003,Python untuk Data,C. Putra,Programming
TX000030,ST00066,Mahasiswa_066,SI,Sistem Informasi,2025-12-04,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000030,ST00066,Mahasiswa_066,SI,Sistem Informasi,2025-12-04,978-1008,Pemrograman Web,H. Pratama,Web
TX000031,ST00109,Mahasiswa_109,TE,Teknik Elektro,2025-10-04,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000031,ST00109,Mahasiswa_109,TE,Teknik Elektro,2025-10-04,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000032,ST00225,Mahasiswa_225,MI,Manajemen Informatika,2025-09-22,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000032,ST00225,Mahasiswa_225,MI,Manajemen Informatika,2025-09-22,978-1004,Basis Data Dasar,D. Sari,Database
TX000032,ST00225,Mahasiswa_225,MI,Manajemen Informatika,2025-09-22,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000032,ST00225,Mahasiswa_225,MI,Manajemen Informatika,2025-09-22,978-1001,AI Dasar,A. Wijaya,AI
TX000033,ST00011,Mahasiswa_011,MI,Manajemen Informatika,2025-10-29,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000033,ST00011,Mahasiswa_011,MI,Manajemen Informatika,2025-10-29,978-1004,Basis Data Dasar,D. Sari,Database
TX000034,ST00037,Mahasiswa_037,TI,Teknik Informatika,2025-12-29,978-1004,Basis Data Dasar,D. Sari,Database
TX000035,ST00017,Mahasiswa_017,TI,Teknik Informatika,2026-03-17,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000035,ST00017,Mahasiswa_017,TI,Teknik Informatika,2026-03-17,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000035,ST00017,Mahasiswa_017,TI,Teknik Informatika,2026-03-17,978-1004,Basis Data Dasar,D. Sari,Database
TX000036,ST00343,Mahasiswa_343,MI,Manajemen Informatika,2025-09-06,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000036,ST00343,Mahasiswa_343,MI,Manajemen Informatika,2025-09-06,978-1003,Python untuk Data,C. Putra,Programming
TX000037,ST00125,Mahasiswa_125,TE,Teknik Elektro,2026-02-06,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000037,ST00125,Mahasiswa_125,TE,Teknik Elektro,2026-02-06,978-1004,Basis Data Dasar,D. Sari,Database
TX000037,ST00125,Mahasiswa_125,TE,Teknik Elektro,2026-02-06,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000037,ST00125,Mahasiswa_125,TE,Teknik Elektro,2026-02-06,978-1001,AI Dasar,A. Wijaya,AI
TX000038,ST00182,Mahasiswa_182,TE,Teknik Elektro,2025-08-05,978-1008,Pemrograman Web,H. Pratama,Web
TX000038,ST00182,Mahasiswa_182,TE,Teknik Elektro,2025-08-05,978-1001,AI Dasar,A. Wijaya,AI
TX000038,ST00182,Mahasiswa_182,TE,Teknik Elektro,2025-08-05,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000038,ST00182,Mahasiswa_182,TE,Teknik Elektro,2025-08-05,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000039,ST00373,Mahasiswa_373,TE,Teknik Elektro,2025-06-23,978-1004,Basis Data Dasar,D. Sari,Database
TX000040,ST00098,Mahasiswa_098,SI,Sistem Informasi,2025-10-02,978-1003,Python untuk Data,C. Putra,Programming
TX000040,ST00098,Mahasiswa_098,SI,Sistem Informasi,2025-10-02,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000040,ST00098,Mahasiswa_098,SI,Sistem Informasi,2025-10-02,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000040,ST00098,Mahasiswa_098,SI,Sistem Informasi,2025-10-02,978-1008,Pemrograman Web,H. Pratama,Web
TX000041,ST00128,Mahasiswa_128,TE,Teknik Elektro,2026-03-24,978-1008,Pemrograman Web,H. Pratama,Web
TX000042,ST00026,Mahasiswa_026,TI,Teknik Informatika,2025-11-30,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000043,ST00086,Mahasiswa_086,SI,Sistem Informasi,2025-07-28,978-1008,Pemrograman Web,H. Pratama,Web
TX000043,ST00086,Mahasiswa_086,SI,Sistem Informasi,2025-07-28,978-1004,Basis Data Dasar,D. Sari,Database
TX000043,ST00086,Mahasiswa_086,SI,Sistem Informasi,2025-07-28,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000043,ST00086,Mahasiswa_086,SI,Sistem Informasi,2025-07-28,978-1001,AI Dasar,A. Wijaya,AI
TX000044,ST00195,Mahasiswa_195,SI,Sistem Informasi,2025-01-02,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000044,ST00195,Mahasiswa_195,SI,Sistem Informasi,2025-01-02,978-1008,Pemrograman Web,H. Pratama,Web
TX000044,ST00195,Mahasiswa_195,SI,Sistem Informasi,2025-01-02,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000044,ST00195,Mahasiswa_195,SI,Sistem Informasi,2025-01-02,978-1004,Basis Data Dasar,D. Sari,Database
TX000045,ST00080,Mahasiswa_080,TE,Teknik Elektro,2025-04-08,978-1004,Basis Data Dasar,D. Sari,Database
TX000045,ST00080,Mahasiswa_080,TE,Teknik Elektro,2025-04-08,978-1001,AI Dasar,A. Wijaya,AI
TX000045,ST00080,Mahasiswa_080,TE,Teknik Elektro,2025-04-08,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000046,ST00030,Mahasiswa_030,MI,Manajemen Informatika,2025-01-26,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000046,ST00030,Mahasiswa_030,MI,Manajemen Informatika,2025-01-26,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000046,ST00030,Mahasiswa_030,MI,Manajemen Informatika,2025-01-26,978-1003,Python untuk Data,C. Putra,Programming
TX000046,ST00030,Mahasiswa_030,MI,Manajemen Informatika,2025-01-26,978-1001,AI Dasar,A. Wijaya,AI
TX000047,ST00436,Mahasiswa_436,TI,Teknik Informatika,2025-04-06,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000048,ST00346,Mahasiswa_346,TI,Teknik Informatika,2026-03-18,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000048,ST00346,Mahasiswa_346,TI,Teknik Informatika,2026-03-18,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000049,ST00297,Mahasiswa_297,SI,Sistem Informasi,2025-11-01,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000050,ST00215,Mahasiswa_215,TI,Teknik Informatika,2025-12-03,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000050,ST00215,Mahasiswa_215,TI,Teknik Informatika,2025-12-03,978-1004,Basis Data Dasar,D. Sari,Database
TX000050,ST00215,Mahasiswa_215,TI,Teknik Informatika,2025-12-03,978-1006,Statistika Terapan,F. Lestari,Math
TX000051,ST00136,Mahasiswa_136,SI,Sistem Informasi,2025-07-22,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000051,ST00136,Mahasiswa_136,SI,Sistem Informasi,2025-07-22,978-1008,Pemrograman Web,H. Pratama,Web
TX000052,ST00385,Mahasiswa_385,MI,Manajemen Informatika,2025-02-07,978-1008,Pemrograman Web,H. Pratama,Web
TX000053,ST00038,Mahasiswa_038,TI,Teknik Informatika,2025-10-03,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000053,ST00038,Mahasiswa_038,TI,Teknik Informatika,2025-10-03,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000054,ST00179,Mahasiswa_179,SI,Sistem Informasi,2025-02-05,978-1006,Statistika Terapan,F. Lestari,Math
TX000054,ST00179,Mahasiswa_179,SI,Sistem Informasi,2025-02-05,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000055,ST00225,Mahasiswa_225,SI,Sistem Informasi,2026-03-03,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000055,ST00225,Mahasiswa_225,SI,Sistem Informasi,2026-03-03,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000055,ST00225,Mahasiswa_225,SI,Sistem Informasi,2026-03-03,978-1001,AI Dasar,A. Wijaya,AI
TX000056,ST00340,Mahasiswa_340,MI,Manajemen Informatika,2025-02-23,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000056,ST00340,Mahasiswa_340,MI,Manajemen Informatika,2025-02-23,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000057,ST00381,Mahasiswa_381,TI,Teknik Informatika,2025-10-11,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000057,ST00381,Mahasiswa_381,TI,Teknik Informatika,2025-10-11,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000058,ST00368,Mahasiswa_368,SI,Sistem Informasi,2025-06-25,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000058,ST00368,Mahasiswa_368,SI,Sistem Informasi,2025-06-25,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000059,ST00129,Mahasiswa_129,TE,Teknik Elektro,2026-03-10,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000060,ST00425,Mahasiswa_425,TE,Teknik Elektro,2025-05-22,978-1001,AI Dasar,A. Wijaya,AI
TX000061,ST00395,Mahasiswa_395,MI,Manajemen Informatika,2025-03-08,978-1003,Python untuk Data,C. Putra,Programming
TX000061,ST00395,Mahasiswa_395,MI,Manajemen Informatika,2025-03-08,978-1008,Pemrograman Web,H. Pratama,Web
TX000061,ST00395,Mahasiswa_395,MI,Manajemen Informatika,2025-03-08,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000062,ST00058,Mahasiswa_058,TI,Teknik Informatika,2025-02-08,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000062,ST00058,Mahasiswa_058,TI,Teknik Informatika,2025-02-08,978-1001,AI Dasar,A. Wijaya,AI
TX000063,ST00299,Mahasiswa_299,MI,Manajemen Informatika,2025-10-10,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000063,ST00299,Mahasiswa_299,MI,Manajemen Informatika,2025-10-10,978-1003,Python untuk Data,C. Putra,Programming
TX000064,ST00158,Mahasiswa_158,TI,Teknik Informatika,2025-07-06,978-1006,Statistika Terapan,F. Lestari,Math
TX000065,ST00350,Mahasiswa_350,SI,Sistem Informasi,2025-05-08,978-1006,Statistika Terapan,F. Lestari,Math
TX000066,ST00318,Mahasiswa_318,TE,Teknik Elektro,2026-01-19,978-1004,Basis Data Dasar,D. Sari,Database
TX000066,ST00318,Mahasiswa_318,TE,Teknik Elektro,2026-01-19,978-1003,Python untuk Data,C. Putra,Programming
TX000067,ST00212,Mahasiswa_212,SI,Sistem Informasi,2025-01-13,978-1006,Statistika Terapan,F. Lestari,Math
TX000067,ST00212,Mahasiswa_212,SI,Sistem Informasi,2025-01-13,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000068,ST00137,Mahasiswa_137,SI,Sistem Informasi,2025-03-23,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000069,ST00440,Mahasiswa_440,TI,Teknik Informatika,2025-08-29,978-1004,Basis Data Dasar,D. Sari,Database
TX000069,ST00440,Mahasiswa_440,TI,Teknik Informatika,2025-08-29,978-1008,Pemrograman Web,H. Pratama,Web
TX000070,ST00157,Mahasiswa_157,MI,Manajemen Informatika,2026-02-25,978-1004,Basis Data Dasar,D. Sari,Database
TX000070,ST00157,Mahasiswa_157,MI,Manajemen Informatika,2026-02-25,978-1001,AI Dasar,A. Wijaya,AI
TX000071,ST00205,Mahasiswa_205,SI,Sistem Informasi,2025-06-18,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000071,ST00205,Mahasiswa_205,SI,Sistem Informasi,2025-06-18,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000071,ST00205,Mahasiswa_205,SI,Sistem Informasi,2025-06-18,978-1006,Statistika Terapan,F. Lestari,Math
TX000072,ST00348,Mahasiswa_348,TE,Teknik Elektro,2026-03-08,978-1001,AI Dasar,A. Wijaya,AI
TX000072,ST00348,Mahasiswa_348,TE,Teknik Elektro,2026-03-08,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000072,ST00348,Mahasiswa_348,TE,Teknik Elektro,2026-03-08,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000073,ST00298,Mahasiswa_298,SI,Sistem Informasi,2025-05-16,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000074,ST00177,Mahasiswa_177,TE,Teknik Elektro,2026-01-09,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000074,ST00177,Mahasiswa_177,TE,Teknik Elektro,2026-01-09,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000074,ST00177,Mahasiswa_177,TE,Teknik Elektro,2026-01-09,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000075,ST00296,Mahasiswa_296,TE,Teknik Elektro,2025-04-08,978-1001,AI Dasar,A. Wijaya,AI
TX000075,ST00296,Mahasiswa_296,TE,Teknik Elektro,2025-04-08,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000075,ST00296,Mahasiswa_296,TE,Teknik Elektro,2025-04-08,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000076,ST00187,Mahasiswa_187,SI,Sistem Informasi,2025-08-09,978-1006,Statistika Terapan,F. Lestari,Math
TX000077,ST00340,Mahasiswa_340,MI,Manajemen Informatika,2026-03-11,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000078,ST00342,Mahasiswa_342,MI,Manajemen Informatika,2025-07-29,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000078,ST00342,Mahasiswa_342,MI,Manajemen Informatika,2025-07-29,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000078,ST00342,Mahasiswa_342,MI,Manajemen Informatika,2025-07-29,978-1003,Python untuk Data,C. Putra,Programming
TX000079,ST00216,Mahasiswa_216,SI,Sistem Informasi,2025-12-07,978-1003,Python untuk Data,C. Putra,Programming
TX000079,ST00216,Mahasiswa_216,SI,Sistem Informasi,2025-12-07,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000079,ST00216,Mahasiswa_216,SI,Sistem Informasi,2025-12-07,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000079,ST00216,Mahasiswa_216,SI,Sistem Informasi,2025-12-07,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000080,ST00156,Mahasiswa_156,TI,Teknik Informatika,2025-05-27,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000080,ST00156,Mahasiswa_156,TI,Teknik Informatika,2025-05-27,978-1006,Statistika Terapan,F. Lestari,Math
TX000081,ST00227,Mahasiswa_227,TE,Teknik Elektro,2025-08-15,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000081,ST00227,Mahasiswa_227,TE,Teknik Elektro,2025-08-15,978-1008,Pemrograman Web,H. Pratama,Web
TX000082,ST00338,Mahasiswa_338,SI,Sistem Informasi,2025-02-13,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000082,ST00338,Mahasiswa_338,SI,Sistem Informasi,2025-02-13,978-1006,Statistika Terapan,F. Lestari,Math
TX000082,ST00338,Mahasiswa_338,SI,Sistem Informasi,2025-02-13,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000083,ST00345,Mahasiswa_345,SI,Sistem Informasi,2025-06-08,978-1004,Basis Data Dasar,D. Sari,Database
TX000083,ST00345,Mahasiswa_345,SI,Sistem Informasi,2025-06-08,978-1003,Python untuk Data,C. Putra,Programming
TX000084,ST00024,Mahasiswa_024,TI,Teknik Informatika,2025-05-06,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000084,ST00024,Mahasiswa_024,TI,Teknik Informatika,2025-05-06,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000084,ST00024,Mahasiswa_024,TI,Teknik Informatika,2025-05-06,978-1008,Pemrograman Web,H. Pratama,Web
TX000084,ST00024,Mahasiswa_024,TI,Teknik Informatika,2025-05-06,978-1004,Basis Data Dasar,D. Sari,Database
TX000085,ST00368,Mahasiswa_368,SI,Sistem Informasi,2025-12-23,978-1008,Pemrograman Web,H. Pratama,Web
TX000085,ST00368,Mahasiswa_368,SI,Sistem Informasi,2025-12-23,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000085,ST00368,Mahasiswa_368,SI,Sistem Informasi,2025-12-23,978-1004,Basis Data Dasar,D. Sari,Database
TX000085,ST00368,Mahasiswa_368,SI,Sistem Informasi,2025-12-23,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000086,ST00385,Mahasiswa_385,TI,Teknik Informatika,2026-03-17,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000087,ST00091,Mahasiswa_091,SI,Sistem Informasi,2026-02-16,978-1001,AI Dasar,A. Wijaya,AI
TX000087,ST00091,Mahasiswa_091,SI,Sistem Informasi,2026-02-16,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000087,ST00091,Mahasiswa_091,SI,Sistem Informasi,2026-02-16,978-1004,Basis Data Dasar,D. Sari,Database
TX000087,ST00091,Mahasiswa_091,SI,Sistem Informasi,2026-02-16,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000088,ST00234,Mahasiswa_234,TI,Teknik Informatika,2025-03-10,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000088,ST00234,Mahasiswa_234,TI,Teknik Informatika,2025-03-10,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000088,ST00234,Mahasiswa_234,TI,Teknik Informatika,2025-03-10,978-1006,Statistika Terapan,F. Lestari,Math
TX000088,ST00234,Mahasiswa_234,TI,Teknik Informatika,2025-03-10,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000089,ST00314,Mahasiswa_314,TE,Teknik Elektro,2026-02-22,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000089,ST00314,Mahasiswa_314,TE,Teknik Elektro,2026-02-22,978-1008,Pemrograman Web,H. Pratama,Web
TX000089,ST00314,Mahasiswa_314,TE,Teknik Elektro,2026-02-22,978-1003,Python untuk Data,C. Putra,Programming
TX000089,ST00314,Mahasiswa_314,TE,Teknik Elektro,2026-02-22,978-1006,Statistika Terapan,F. Lestari,Math
TX000090,ST00231,Mahasiswa_231,TE,Teknik Elektro,2025-05-13,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000090,ST00231,Mahasiswa_231,TE,Teknik Elektro,2025-05-13,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000091,ST00321,Mahasiswa_321,TE,Teknik Elektro,2025-05-03,978-1008,Pemrograman Web,H. Pratama,Web
TX000091,ST00321,Mahasiswa_321,TE,Teknik Elektro,2025-05-03,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000091,ST00321,Mahasiswa_321,TE,Teknik Elektro,2025-05-03,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000092,ST00140,Mahasiswa_140,SI,Sistem Informasi,2025-06-21,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
